City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
253,Lida,BY,53.8833,25.2997,69.67,86,81,3.53,broken clouds,2022-06-28 03:58:09
254,Kiama,AU,-34.6833,150.8667,62.58,60,73,3.0,broken clouds,2022-06-28 03:51:10
255,Auki,SB,-8.7676,160.7034,78.89,86,98,2.73,overcast clouds,2022-06-28 03:51:08
256,Igrim,RU,63.1906,64.4162,43.43,94,100,11.52,light rain,2022-06-28 03:58:09
257,Huarmey,PE,-10.0681,-78.1522,62.82,86,81,8.25,broken clouds,2022-06-28 03:52:50
258,Miri,MY,4.4148,114.0089,86.14,74,40,9.22,scattered clouds,2022-06-28 03:58:10
259,Bubaque,GW,11.2833,-15.8333,79.41,83,100,11.54,overcast clouds,2022-06-28 03:52:44
260,Bathsheba,BB,13.2167,-59.5167,81.21,83,75,25.32,broken clouds,2022-06-28 03:53:35
261,Vila Do Maio,CV,15.1333,-23.2167,74.19,85,46,14.29,scattered clouds,2022-06-28 03:58:10
262,Muswellbrook,AU,-32.2667,150.9,56.03,55,85,5.12,overcast clouds,2022-06-28 03:58:11
263,Neustadt,DE,49.7117,12.0872,62.71,90,83,2.59,broken clouds,2022-06-28 03:58:11
264,Miraflores,MX,19.2167,-98.8083,61.03,88,92,2.86,overcast clouds,2022-06-28 03:58:11
265,Qingdao,CN,36.0986,120.3719,78.4,94,100,11.18,light intensity shower rain,2022-06-28 03:58:12
266,Narsaq,GL,60.9167,-46.05,45.64,72,100,2.46,overcast clouds,2022-06-28 03:50:06
267,Amzya,RU,56.2354,54.3868,48.33,59,5,12.35,clear sky,2022-06-28 03:58:12
268,Touros,BR,-5.1989,-35.4608,73.02,88,19,14.45,few clouds,2022-06-28 03:47:18
269,Bilibino,RU,68.0546,166.4372,51.48,50,100,6.35,light rain,2022-06-28 03:58:13
270,Ugoofaaru,MV,5.6667,73.0,82.63,77,95,12.59,overcast clouds,2022-06-28 03:53:30
271,Iquique,CL,-20.2208,-70.1431,60.84,66,89,2.71,overcast clouds,2022-06-28 03:58:13
272,Borogontsy,RU,62.6683,131.1683,66.88,83,76,8.5,light rain,2022-06-28 03:58:14
273,Bohodukhiv,UA,50.1647,35.5276,69.64,76,4,6.11,clear sky,2022-06-28 03:58:14
274,Saint-Augustin,CA,51.226,-58.6502,55.94,94,62,17.96,broken clouds,2022-06-28 03:53:29
275,Jacareacanga,BR,-6.2222,-57.7528,71.11,70,32,1.16,scattered clouds,2022-06-28 03:58:15
276,Hofn,IS,64.2539,-15.2082,49.55,91,76,8.68,broken clouds,2022-06-28 03:51:44
277,Alofi,NU,-19.0595,-169.9187,82.29,78,11,4.61,few clouds,2022-06-28 03:52:48
278,Genhe,CN,50.7833,121.5167,83.39,30,46,4.97,scattered clouds,2022-06-28 03:51:53
279,Isiolo,KE,0.3546,37.5822,62.58,69,67,5.39,broken clouds,2022-06-28 03:58:15
280,Tiksi,RU,71.6872,128.8694,36.59,81,97,5.59,overcast clouds,2022-06-28 03:50:33
281,Deputatskiy,RU,69.3,139.9,33.8,100,100,1.9,light snow,2022-06-28 03:50:49
282,Douala,CM,4.0483,9.7043,73.31,100,40,1.14,scattered clouds,2022-06-28 03:58:16
283,Tuatapere,NZ,-46.1333,167.6833,43.84,71,2,1.59,clear sky,2022-06-28 03:50:31
284,Yanam,IN,16.7333,82.2167,84.97,64,100,9.86,moderate rain,2022-06-28 03:58:16
285,Adrar,MR,20.5022,-10.0711,85.28,15,4,15.57,clear sky,2022-06-28 03:52:43
286,Batagay,RU,67.6333,134.6333,42.94,86,100,6.78,overcast clouds,2022-06-28 03:58:17
287,Savannah Bight,HN,16.45,-85.85,81.88,78,14,15.7,few clouds,2022-06-28 03:52:21
288,Ornskoldsvik,SE,63.2909,18.7153,63.64,79,6,4.05,clear sky,2022-06-28 03:58:18
289,Kimbe,PG,-5.5502,150.1429,88.27,57,52,6.76,broken clouds,2022-06-28 03:58:18
290,Ribeira Grande,PT,38.5167,-28.7,64.74,83,68,8.46,broken clouds,2022-06-28 03:50:15
291,Saint-Philippe,RE,-21.3585,55.7679,65.79,74,80,16.02,broken clouds,2022-06-28 03:50:52
292,Pontes E Lacerda,BR,-15.2261,-59.3353,65.35,64,2,1.79,clear sky,2022-06-28 03:58:19
293,Faanui,PF,-16.4833,-151.75,80.42,66,0,19.75,clear sky,2022-06-28 03:50:54
294,Gizo,SB,-8.103,156.8419,81.12,74,91,1.05,moderate rain,2022-06-28 03:51:20
295,Orlik,RU,52.5178,99.825,85.21,24,56,1.45,broken clouds,2022-06-28 03:51:47
296,Vestmanna,FO,62.1564,-7.1664,49.12,100,75,17.27,broken clouds,2022-06-28 03:50:34
297,Ambulu,ID,-8.345,113.6058,82.69,58,63,8.81,broken clouds,2022-06-28 03:51:19
298,Alekseyevka,RU,50.6309,38.6903,71.11,77,1,5.48,clear sky,2022-06-28 03:58:20
299,Luderitz,NA,-26.6481,15.1594,69.22,39,0,23.94,clear sky,2022-06-28 03:51:26
300,San Policarpo,PH,12.1791,125.5072,80.71,85,100,10.47,overcast clouds,2022-06-28 03:58:20
301,Kirakira,SB,-10.4544,161.9205,79.66,81,100,7.25,overcast clouds,2022-06-28 03:53:36
302,Rovenki,UA,48.0833,39.3776,65.5,57,95,7.56,overcast clouds,2022-06-28 03:58:20
303,Road Town,VG,18.4167,-64.6167,81.41,75,98,17.13,overcast clouds,2022-06-28 03:58:21
304,Virginia Beach,US,36.8529,-75.978,75.24,95,100,4.61,overcast clouds,2022-06-28 03:55:17
305,Kichmengskiy Gorodok,RU,59.9816,45.7854,49.53,56,7,9.91,clear sky,2022-06-28 03:58:21
306,Tateyama,JP,34.9833,139.8667,78.26,82,89,19.37,overcast clouds,2022-06-28 03:58:22
307,Tibati,CM,6.4667,12.6333,64.27,98,100,1.54,overcast clouds,2022-06-28 03:58:22
308,Camacupa,AO,-12.0167,17.4833,45.77,70,4,5.35,clear sky,2022-06-28 03:58:22
309,Banda Aceh,ID,5.5577,95.3222,83.59,71,90,11.65,overcast clouds,2022-06-28 03:58:23
310,Victoria,HK,22.2855,114.1577,90.97,71,98,8.01,overcast clouds,2022-06-28 03:48:05
311,Port Blair,IN,11.6667,92.75,86.04,74,40,6.91,scattered clouds,2022-06-28 03:53:23
312,Pangkalanbuun,ID,-2.6833,111.6167,87.49,60,96,3.2,overcast clouds,2022-06-28 03:58:23
313,Jumla,NP,29.2747,82.1838,71.56,74,91,6.26,overcast clouds,2022-06-28 03:58:24
314,Wajid,SO,3.8093,43.2471,70.48,83,97,18.16,overcast clouds,2022-06-28 03:51:03
315,Parrita,CR,9.5201,-84.3225,75.88,89,100,5.73,overcast clouds,2022-06-28 03:58:24
316,Kota Kinabalu,MY,5.9749,116.0724,87.78,70,20,5.99,few clouds,2022-06-28 03:58:25
317,Richards Bay,ZA,-28.783,32.0377,60.31,74,41,3.2,scattered clouds,2022-06-28 03:58:25
318,Severnoye,RU,56.3491,78.3619,55.92,72,100,13.96,overcast clouds,2022-06-28 03:58:25
319,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,77,75,10.47,broken clouds,2022-06-28 03:58:26
320,Berlevag,NO,70.8578,29.0864,66.2,52,21,11.5,few clouds,2022-06-28 03:50:17
321,Walvis Bay,NA,-22.9575,14.5053,75.09,28,0,23.02,clear sky,2022-06-28 03:51:42
322,Sarkand,KZ,45.41,79.9186,79.83,42,97,5.28,overcast clouds,2022-06-28 03:58:26
323,Umm Lajj,SA,25.0213,37.2685,82.18,68,0,6.35,clear sky,2022-06-28 03:51:57
324,Ayan,RU,56.45,138.1667,53.96,84,42,3.91,scattered clouds,2022-06-28 03:51:15
325,Bestobe,KZ,52.4994,73.0975,59.58,51,99,10.18,overcast clouds,2022-06-28 03:58:27
326,Nioki,CD,-2.7167,17.6833,71.17,77,65,2.93,broken clouds,2022-06-28 03:58:27
327,Sorong,ID,-0.8833,131.25,82.45,74,66,5.79,broken clouds,2022-06-28 03:58:27
328,Iracoubo,GF,5.4802,-53.2011,74.77,93,100,8.57,overcast clouds,2022-06-28 03:52:48
329,Manggar,ID,-2.8833,108.2667,85.37,67,57,10.29,broken clouds,2022-06-28 03:58:28
330,Maddela,PH,16.3414,121.6849,79.84,87,100,4.14,overcast clouds,2022-06-28 03:58:28
331,Bonthe,SL,7.5264,-12.505,77.45,86,84,3.49,light rain,2022-06-28 03:58:29
332,Tomatlan,MX,19.9333,-105.25,78.21,88,94,1.97,overcast clouds,2022-06-28 03:51:51
333,Husavik,IS,66.0449,-17.3389,46.92,94,99,5.61,overcast clouds,2022-06-28 03:51:53
334,Kalakamati,BW,-20.5929,27.3121,49.73,74,78,16.67,broken clouds,2022-06-28 03:58:29
335,Alice Springs,AU,-23.7,133.8833,56.75,44,100,10.36,overcast clouds,2022-06-28 03:58:00
336,San Nicolas,PH,18.1725,120.5953,85.91,70,75,5.75,broken clouds,2022-06-28 03:58:30
337,San Ramon,US,37.7799,-121.978,73.49,75,0,5.12,clear sky,2022-06-28 03:58:30
338,Korla,CN,41.7597,86.1469,94.91,16,5,13.22,clear sky,2022-06-28 03:51:39
339,Sur,OM,22.5667,59.5289,91.0,58,30,7.07,scattered clouds,2022-06-28 03:53:40
340,Shaunavon,CA,49.6501,-108.4181,69.58,58,17,12.33,few clouds,2022-06-28 03:58:31
341,Guerrero Negro,MX,27.9769,-114.0611,74.14,74,74,6.67,broken clouds,2022-06-28 03:58:31
342,Hasaki,JP,35.7333,140.8333,99.28,75,87,9.48,overcast clouds,2022-06-28 03:50:23
343,Wahpeton,US,46.2652,-96.6059,72.32,60,100,0.0,overcast clouds,2022-06-28 03:58:32
344,Agadir,MA,30.4202,-9.5982,63.05,82,0,2.01,clear sky,2022-06-28 03:54:13
345,Pacifica,US,37.6138,-122.4869,69.19,90,20,16.11,mist,2022-06-28 03:48:52
346,Guiglo,CI,6.5456,-7.4966,72.09,99,99,2.28,overcast clouds,2022-06-28 03:58:32
347,Airai,TL,-8.9266,125.4092,67.69,68,75,5.66,broken clouds,2022-06-28 03:51:21
348,Hami,CN,42.8,93.45,97.81,12,98,3.78,overcast clouds,2022-06-28 03:50:22
349,North Bend,US,43.4065,-124.2243,58.91,91,100,6.91,overcast clouds,2022-06-28 03:53:26
350,Dergachi,RU,51.2328,48.7659,72.72,65,30,9.53,scattered clouds,2022-06-28 03:58:33
351,Aleksandrovka,UA,46.8383,32.7612,71.38,64,91,9.35,overcast clouds,2022-06-28 03:58:34
352,Katsuura,JP,35.1333,140.3,81.68,75,95,16.62,overcast clouds,2022-06-28 03:52:40
353,Sampit,ID,-2.5333,112.95,81.3,87,89,2.3,overcast clouds,2022-06-28 03:52:27
354,Kuruman,ZA,-27.4524,23.4325,43.0,52,0,8.86,clear sky,2022-06-28 03:58:34
355,Rongcheng,CN,30.634,117.8517,84.2,76,100,7.78,overcast clouds,2022-06-28 03:58:34
356,Weiser,US,44.251,-116.9693,85.86,26,17,4.7,few clouds,2022-06-28 03:58:35
357,Sarankhola,BD,22.3082,89.7897,88.39,65,100,8.66,overcast clouds,2022-06-28 03:58:35
358,Namatanai,PG,-3.6667,152.4333,85.19,62,74,6.06,broken clouds,2022-06-28 03:51:06
359,Lecce,IT,40.2167,18.1667,77.7,50,1,4.41,clear sky,2022-06-28 03:58:36
360,Acurenam,GQ,1.0322,10.6488,67.64,99,100,1.66,overcast clouds,2022-06-28 03:58:36
361,Buinsk,RU,54.95,48.2833,54.1,69,0,10.42,clear sky,2022-06-28 03:58:36
362,San Jose,US,37.3394,-121.895,73.47,64,0,9.22,clear sky,2022-06-28 03:54:26
363,Bluefields,NI,12.0137,-83.7635,75.9,87,77,3.15,broken clouds,2022-06-28 03:58:37
364,Udachnyy,RU,66.4167,112.4,55.45,46,74,12.37,broken clouds,2022-06-28 03:58:37
365,Payakumbuh,ID,-0.2202,100.6308,81.3,75,94,3.18,overcast clouds,2022-06-28 03:58:37
366,Sinnamary,GF,5.3833,-52.95,75.51,92,100,8.66,overcast clouds,2022-06-28 03:50:30
367,Grindavik,IS,63.8424,-22.4338,49.95,100,0,4.61,clear sky,2022-06-28 03:52:33
368,Chokurdakh,RU,70.6333,147.9167,51.53,51,100,5.73,overcast clouds,2022-06-28 03:50:18
369,Uuemoisa,EE,58.9394,23.5894,71.92,74,85,5.08,overcast clouds,2022-06-28 03:58:38
370,Atikokan,CA,48.7555,-91.6216,59.58,85,62,8.63,light rain,2022-06-28 03:58:39
371,Krasnyy Yar,RU,46.5331,48.3456,73.33,26,100,10.63,overcast clouds,2022-06-28 03:58:39
372,Kruisfontein,ZA,-34.0033,24.7314,53.58,45,0,7.54,clear sky,2022-06-28 03:51:35
373,Trairi,BR,-3.2778,-39.2689,75.74,88,4,11.34,clear sky,2022-06-28 03:46:47
374,Mareeba,AU,-17.0,145.4333,68.72,79,65,8.55,broken clouds,2022-06-28 03:53:15
375,Acarau,BR,-2.8856,-40.12,77.45,85,27,14.56,scattered clouds,2022-06-28 03:58:40
376,Yulara,AU,-25.2406,130.9889,61.43,32,100,11.83,overcast clouds,2022-06-28 03:52:47
377,Navirai,BR,-23.065,-54.1906,58.98,84,87,4.7,overcast clouds,2022-06-28 03:58:40
378,Warrington,GB,53.3925,-2.5802,56.44,77,99,9.22,overcast clouds,2022-06-28 03:58:40
379,Kieta,PG,-6.2167,155.6333,83.68,65,90,3.67,overcast clouds,2022-06-28 03:54:01
380,Oxbow,CA,49.2333,-102.1676,56.64,86,29,8.43,scattered clouds,2022-06-28 03:58:41
381,Rudbar,AF,30.15,62.6,97.25,11,0,7.29,clear sky,2022-06-28 03:51:00
382,Beloha,MG,-25.1667,45.05,56.3,78,0,7.47,clear sky,2022-06-28 03:58:41
383,Segou,ML,13.4317,-6.2157,88.41,46,95,8.25,overcast clouds,2022-06-28 03:58:42
384,Salta,AR,-24.7859,-65.4117,46.58,88,40,5.75,scattered clouds,2022-06-28 03:58:42
385,Port Lincoln,AU,-34.7333,135.8667,60.39,55,1,16.2,clear sky,2022-06-28 03:50:12
386,Zilair,RU,52.2332,57.4392,53.76,96,98,7.47,light rain,2022-06-28 03:58:43
387,Shimoda,JP,34.6667,138.95,82.76,74,94,15.95,overcast clouds,2022-06-28 03:58:43
388,Nazarovo,RU,56.0064,90.3914,63.1,72,99,21.0,overcast clouds,2022-06-28 03:58:43
389,Bowen,AU,-20.0167,148.2333,69.13,57,59,17.63,broken clouds,2022-06-28 03:53:46
390,Kita,ML,13.0349,-9.4895,78.87,62,34,3.83,scattered clouds,2022-06-28 03:58:44
391,Tucurui,BR,-3.7661,-49.6725,73.4,72,43,1.99,scattered clouds,2022-06-28 03:58:44
392,Winnemucca,US,40.973,-117.7357,84.7,11,54,9.44,broken clouds,2022-06-28 03:58:45
393,Komsomolskiy,UZ,40.4272,71.7189,92.12,24,0,9.22,clear sky,2022-06-28 03:51:59
394,Rosetta,EG,31.4044,30.4164,75.65,72,0,7.05,clear sky,2022-06-28 03:58:45
395,Kaoma,ZM,-14.7833,24.8,48.7,89,0,7.47,clear sky,2022-06-28 03:58:46
396,Nelson Bay,AU,-32.7167,152.15,60.01,93,100,6.78,overcast clouds,2022-06-28 03:58:46
397,Wajima,JP,37.4,136.9,90.28,58,75,14.97,broken clouds,2022-06-28 03:52:39
398,Lakatoro,VU,-16.0999,167.4164,81.79,79,39,12.57,scattered clouds,2022-06-28 03:51:38
399,Ngunguru,NZ,-35.6167,174.5,59.58,81,100,7.83,overcast clouds,2022-06-28 03:58:46
400,Isangel,VU,-19.55,169.2667,84.31,84,75,4.61,broken clouds,2022-06-28 03:53:14
401,Arkhipo-Osipovka,RU,44.37,38.52,68.41,89,94,2.28,overcast clouds,2022-06-28 03:58:47
402,Santa Maria,BR,-29.6842,-53.8069,56.5,100,75,3.44,broken clouds,2022-06-28 03:56:39
403,Zhigansk,RU,66.7697,123.3711,53.91,39,90,18.25,overcast clouds,2022-06-28 03:51:49
404,Mandera,KE,3.9366,41.867,73.8,71,31,14.65,scattered clouds,2022-06-28 03:58:48
405,Namibe,AO,-15.1961,12.1522,67.12,59,0,3.67,clear sky,2022-06-28 03:51:18
406,Tommot,RU,58.9564,126.2925,77.63,48,20,10.07,light rain,2022-06-28 03:58:48
407,Dubai,AE,25.2582,55.3047,91.65,79,75,4.61,broken clouds,2022-06-28 03:55:00
408,Zelenokumsk,RU,44.4069,43.8806,70.45,68,100,6.76,overcast clouds,2022-06-28 03:58:48
409,Robertsport,LR,6.7533,-11.3686,77.94,84,71,5.48,moderate rain,2022-06-28 03:58:49
410,Tabas,IR,33.5959,56.9244,99.32,9,0,3.71,clear sky,2022-06-28 03:58:49
411,Bonavista,CA,48.6499,-53.1147,56.23,96,47,15.46,scattered clouds,2022-06-28 03:52:54
412,San Matias,BO,-16.3667,-58.4,67.1,61,1,4.09,clear sky,2022-06-28 03:58:50
413,Stephenville,US,32.2207,-98.2023,84.2,61,75,0.0,broken clouds,2022-06-28 03:58:50
414,Krasnoye-Na-Volge,RU,57.5125,41.2419,55.44,72,23,10.49,few clouds,2022-06-28 03:58:50
415,Olafsvik,IS,64.8945,-23.7142,46.45,86,100,14.47,overcast clouds,2022-06-28 03:50:26
416,Torbay,CA,47.6666,-52.7314,63.37,92,100,19.57,mist,2022-06-28 03:51:27
417,Bjerringbro,DK,56.378,9.6607,52.75,96,80,6.08,broken clouds,2022-06-28 03:58:51
418,Charters Towers,AU,-20.1,146.2667,70.29,34,52,8.21,broken clouds,2022-06-28 03:53:22
419,Mirabad,AF,30.4362,61.8383,99.52,10,0,18.43,clear sky,2022-06-28 03:58:51
420,Pulawy,PL,51.4166,21.9694,70.18,77,71,7.29,broken clouds,2022-06-28 03:58:52
421,Rawson,AR,-43.3002,-65.1023,45.86,65,100,8.28,overcast clouds,2022-06-28 03:47:30
422,Concepcion Del Uruguay,AR,-32.4825,-58.2372,50.25,96,100,1.01,light rain,2022-06-28 03:58:52
423,Moyale,KE,3.5167,39.0584,60.94,81,32,5.61,scattered clouds,2022-06-28 03:58:52
424,Yelizovo,RU,53.1873,158.3805,68.14,56,20,13.42,few clouds,2022-06-28 03:58:53
425,Caravelas,BR,-17.7125,-39.2481,68.02,66,8,7.99,clear sky,2022-06-28 03:52:21
426,Marion,US,39.7684,-86.1555,66.58,59,0,5.75,clear sky,2022-06-28 03:58:53
427,San Cristobal,VE,7.7669,-72.225,66.38,96,45,1.36,scattered clouds,2022-06-28 03:50:14
428,Pleshanovo,RU,52.8333,53.4833,58.1,80,89,14.72,overcast clouds,2022-06-28 03:58:54
429,Bartlesville,US,36.7473,-95.9808,74.01,71,100,1.01,overcast clouds,2022-06-28 03:58:54
430,Mercedes,AR,-34.6515,-59.4307,47.03,68,100,4.07,overcast clouds,2022-06-28 03:58:54
431,Kampot,KH,10.6167,104.1833,87.85,62,69,8.3,broken clouds,2022-06-28 03:58:55
432,Kouango,CF,4.9934,19.9619,68.85,98,100,2.13,moderate rain,2022-06-28 03:58:55
433,Yumen,CN,40.2833,97.2,91.24,12,15,4.41,few clouds,2022-06-28 03:53:03
434,Pitkyaranta,RU,61.5734,31.4792,55.98,61,40,10.96,scattered clouds,2022-06-28 03:58:55
435,Zeya,RU,53.75,127.2667,79.9,50,34,3.8,scattered clouds,2022-06-28 03:57:41
436,Korampallam,IN,8.7667,78.1,84.49,70,40,13.8,scattered clouds,2022-06-28 03:58:56
437,Dali,CN,25.7,100.1833,69.08,77,94,4.9,overcast clouds,2022-06-28 03:58:56
438,Susner,IN,23.95,76.0833,86.94,62,96,10.76,overcast clouds,2022-06-28 03:58:56
439,Bayonne,FR,43.3333,-1.4167,59.63,88,100,4.61,overcast clouds,2022-06-28 03:58:57
440,Westport,US,41.1415,-73.3579,70.77,95,97,1.01,overcast clouds,2022-06-28 03:58:57
441,Semey,KZ,50.4111,80.2275,66.42,48,0,6.71,clear sky,2022-06-28 03:58:57
442,Pevek,RU,69.7008,170.3133,42.4,62,99,3.87,overcast clouds,2022-06-28 03:50:38
443,Sola,VU,-13.8833,167.55,81.27,83,100,4.61,overcast clouds,2022-06-28 03:53:06
444,Gigmoto,PH,13.7796,124.39,82.56,79,100,12.21,moderate rain,2022-06-28 03:58:58
445,Mezen,RU,65.8522,44.24,45.79,64,46,11.25,scattered clouds,2022-06-28 03:58:58
446,Coquimbo,CL,-29.9533,-71.3436,53.33,82,0,3.44,clear sky,2022-06-28 03:53:26
447,Ziniare,BF,12.5822,-1.2983,77.04,59,57,7.56,broken clouds,2022-06-28 03:58:59
448,Arcachon,FR,44.5875,-1.0519,57.52,87,0,1.14,clear sky,2022-06-28 03:58:59
449,Culebra,PR,18.303,-65.301,80.01,96,99,7.0,overcast clouds,2022-06-28 03:59:00
450,Antofagasta,CL,-23.65,-70.4,58.28,72,100,8.59,overcast clouds,2022-06-28 03:59:00
451,Taoudenni,ML,22.6783,-3.9836,95.43,9,1,13.2,clear sky,2022-06-28 03:53:47
452,Jaciara,BR,-15.9653,-54.9683,64.58,45,0,2.48,clear sky,2022-06-28 03:59:01
453,Palana,RU,59.1167,159.9667,50.56,83,49,6.08,scattered clouds,2022-06-28 03:59:01
454,Davila,PH,18.4726,120.5763,85.98,77,96,6.31,overcast clouds,2022-06-28 03:59:01
455,Pavlogradka,RU,54.2024,73.5592,57.9,64,100,10.83,overcast clouds,2022-06-28 03:59:02
456,George,ZA,-33.963,22.4617,62.15,39,0,4.61,clear sky,2022-06-28 03:59:02
457,Palmer,US,42.1584,-72.3287,67.55,78,40,8.05,scattered clouds,2022-06-28 03:50:41
458,Solnechnyy,RU,50.7214,136.6319,77.9,56,67,6.73,light rain,2022-06-28 03:52:59
459,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,67.95,42,0,5.26,clear sky,2022-06-28 03:59:03
460,Lekoni,GA,-1.5843,14.2591,71.38,89,24,6.11,few clouds,2022-06-28 03:59:03
461,Atambua,ID,-9.1061,124.8925,82.42,55,72,4.52,broken clouds,2022-06-28 03:52:24
462,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,82,100,11.5,overcast clouds,2022-06-28 03:59:04
463,Whitehorse,CA,60.7161,-135.0538,72.1,56,75,3.44,broken clouds,2022-06-28 03:53:05
464,Kapoeta,SS,4.7717,33.5903,75.56,49,98,15.68,overcast clouds,2022-06-28 03:59:04
465,Serrana,BR,-21.2114,-47.5956,62.55,74,13,3.11,few clouds,2022-06-28 03:58:27
466,Kaitangata,NZ,-46.2817,169.8464,44.44,82,62,3.11,broken clouds,2022-06-28 03:50:18
467,Vanderhoof,CA,54.0166,-124.0198,58.39,89,100,9.91,overcast clouds,2022-06-28 03:59:05
468,Nizwa,OM,22.9333,57.5333,89.62,50,22,1.63,few clouds,2022-06-28 03:59:05
469,Puerto Leguizamo,CO,-0.1934,-74.7819,69.57,90,15,0.94,few clouds,2022-06-28 03:51:41
470,Parkes,AU,-33.1333,148.1833,58.35,46,29,1.99,scattered clouds,2022-06-28 03:59:06
471,Biloela,AU,-24.4167,150.5,68.85,40,2,11.86,clear sky,2022-06-28 03:59:06
472,Mount Hagen,PG,-5.8581,144.2274,66.96,73,40,4.61,scattered clouds,2022-06-28 03:59:07
473,Saint-Pierre,RE,-21.3393,55.4781,67.91,68,100,9.22,overcast clouds,2022-06-28 03:59:07
474,Leshukonskoye,RU,64.8989,45.7622,46.58,56,32,11.3,scattered clouds,2022-06-28 03:53:37
475,Ayagoz,KZ,47.9714,80.4392,71.44,31,3,9.46,clear sky,2022-06-28 03:50:07
476,Saryozek,KZ,44.3583,77.9753,80.71,36,90,6.8,overcast clouds,2022-06-28 03:59:07
477,Craig,US,40.5153,-107.5464,55.38,34,17,3.42,few clouds,2022-06-28 03:57:30
478,Kamenz,DE,51.268,14.0937,67.08,3,100,9.42,overcast clouds,2022-06-28 03:59:08
479,Yingcheng,CN,30.95,113.55,89.19,67,6,10.49,clear sky,2022-06-28 03:59:08
480,Sitka,US,57.0531,-135.33,62.49,72,0,13.8,clear sky,2022-06-28 03:50:28
481,Veraval,IN,20.9,70.3667,85.46,73,98,12.46,overcast clouds,2022-06-28 03:59:09
482,Nome,US,64.5011,-165.4064,50.16,93,100,8.05,overcast clouds,2022-06-28 03:50:44
483,Chuy,UY,-33.6971,-53.4616,51.13,90,100,4.38,light rain,2022-06-28 03:52:13
484,Pontianak,ID,-0.0333,109.3333,87.78,66,75,3.44,broken clouds,2022-06-28 03:56:27
485,Tamiahua,MX,21.2667,-97.45,78.66,85,61,5.73,broken clouds,2022-06-28 03:59:10
486,Nago,JP,26.5881,127.9761,84.63,76,100,14.97,overcast clouds,2022-06-28 03:59:10
487,Srednekolymsk,RU,67.45,153.6833,65.84,39,100,9.55,overcast clouds,2022-06-28 03:51:07
488,Zheshart,RU,62.0731,49.5733,46.22,57,90,12.48,overcast clouds,2022-06-28 03:59:10
489,Kisangani,CD,0.5167,25.2,69.46,95,94,1.12,overcast clouds,2022-06-28 03:59:11
490,Mapiripan,CO,2.8892,-72.1256,72.27,85,20,0.78,few clouds,2022-06-28 03:59:11
491,Kuching,MY,1.55,110.3333,88.02,74,40,6.91,scattered clouds,2022-06-28 03:52:11
492,Plettenberg Bay,ZA,-34.0527,23.3716,58.75,52,1,5.88,clear sky,2022-06-28 03:59:12
493,Voh,NC,-20.9667,164.7,75.33,76,100,6.15,overcast clouds,2022-06-28 03:59:12
494,Kuryk,KZ,43.2,51.65,86.05,42,0,13.6,light rain,2022-06-28 03:59:13
495,Japura,ID,-0.3167,102.35,89.96,58,69,2.75,broken clouds,2022-06-28 03:59:13
496,Guarapari,BR,-20.6667,-40.4975,64.89,79,30,4.5,scattered clouds,2022-06-28 03:53:04
497,Ahipara,NZ,-35.1667,173.1667,58.23,85,100,5.99,overcast clouds,2022-06-28 03:59:13
498,Kahului,US,20.8947,-156.47,84.22,62,20,20.71,few clouds,2022-06-28 03:53:40
499,Pak Phanang,TH,8.3511,100.202,91.42,64,29,2.95,scattered clouds,2022-06-28 03:59:14
500,Shiyan,CN,32.6475,110.7781,95.32,32,0,9.71,clear sky,2022-06-28 03:59:14
501,Eseka,CM,3.65,10.7667,69.39,99,100,1.14,overcast clouds,2022-06-28 03:59:15
502,Kurmanayevka,RU,52.5093,52.0675,62.06,85,87,13.38,overcast clouds,2022-06-28 03:59:15
503,Porbandar,IN,21.6422,69.6093,85.98,74,40,9.22,scattered clouds,2022-06-28 03:51:20
504,Ucluelet,CA,48.9329,-125.5528,59.09,88,100,11.41,overcast clouds,2022-06-28 03:59:15
505,Caruray,PH,10.3094,119.0128,79.93,87,100,6.42,overcast clouds,2022-06-28 03:59:16
506,Sembe,CG,1.6481,14.5806,68.5,99,95,0.92,overcast clouds,2022-06-28 03:59:16
507,Los Andes,CL,-32.8337,-70.5983,41.02,66,47,5.06,scattered clouds,2022-06-28 03:59:16
508,San Ignacio,BZ,17.1561,-89.0714,72.09,97,42,2.19,scattered clouds,2022-06-28 03:59:17
509,Shar,KZ,49.5886,81.0453,69.01,41,0,7.07,clear sky,2022-06-28 03:59:17
510,Guatire,VE,10.4762,-66.5427,70.92,97,99,1.01,overcast clouds,2022-06-28 03:59:17
511,Margate,GB,51.3813,1.3862,53.91,89,2,1.99,clear sky,2022-06-28 03:53:17
512,Atar,MR,20.5169,-13.0499,85.82,19,6,10.92,clear sky,2022-06-28 03:52:13
513,Piopio,NZ,-38.4667,175.0167,52.9,79,85,3.11,overcast clouds,2022-06-28 03:59:18
514,Lata,PT,40.1629,-8.3327,53.08,96,1,1.92,clear sky,2022-06-28 03:59:18
515,Anshun,CN,26.25,105.9333,77.18,60,99,4.41,overcast clouds,2022-06-28 03:59:19
516,Kalmunai,LK,7.4167,81.8167,86.18,62,100,3.15,overcast clouds,2022-06-28 03:52:37
